seed,method,constraint,success,reached_goal,safe,violations,all_zone_violations,min_distance_to_forbidden,min_distance_to_constraint_zone,steps,masked_actions,mask_ratio,status,termination_reason
74,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
75,selp_lite,Always avoid storage_racks,True,True,True,0,16,-1.0,0.0,29,6,0.041379310344827586,SUCCESS,Goal reached
75,geofence,Always avoid storage_racks,True,True,True,0,12,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
75,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
76,selp_lite,Always avoid storage_racks,True,True,True,0,15,-0.5,0.0,29,6,0.041379310344827586,SUCCESS,Goal reached
76,geofence,Always avoid storage_racks,True,True,True,0,10,-1.0,1.0,29,8,0.05517241379310345,SUCCESS,Goal reached
76,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
77,selp_lite,Always avoid storage_racks,True,True,True,0,16,-0.5,0.0,29,5,0.034482758620689655,SUCCESS,Goal reached
77,geofence,Always avoid storage_racks,True,True,True,0,11,-1.0,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
77,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
78,selp_lite,Always avoid storage_racks,True,True,True,0,16,-0.5,0.0,29,4,0.027586206896551724,SUCCESS,Goal reached
78,geofence,Always avoid storage_racks,True,True,True,0,10,-1.0,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
78,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
79,selp_lite,Always avoid storage_racks,True,True,True,0,17,-0.5,0.0,29,5,0.034482758620689655,SUCCESS,Goal reached
79,geofence,Always avoid storage_racks,True,True,True,0,8,-0.5,1.0,29,10,0.06896551724137931,SUCCESS,Goal reached
79,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
80,selp_lite,Always avoid storage_racks,True,True,True,0,16,-0.5,0.0,29,5,0.034482758620689655,SUCCESS,Goal reached
80,geofence,Always avoid storage_racks,True,True,True,0,11,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
80,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
81,selp_lite,Always avoid storage_racks,True,True,True,0,16,-1.0,0.0,29,4,0.027586206896551724,SUCCESS,Goal reached
81,geofence,Always avoid storage_racks,True,True,True,0,11,-1.0,1.0,29,10,0.06896551724137931,SUCCESS,Goal reached
81,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
82,selp_lite,Always avoid storage_racks,True,True,True,0,14,-1.0,0.0,29,4,0.027586206896551724,SUCCESS,Goal reached
82,geofence,Always avoid storage_racks,True,True,True,0,11,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
82,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
83,selp_lite,Always avoid storage_racks,True,True,True,0,16,-1.0,0.0,29,5,0.034482758620689655,SUCCESS,Goal reached
83,geofence,Always avoid storage_racks,True,True,True,0,9,-0.5,1.0,29,8,0.05517241379310345,SUCCESS,Goal reached
83,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
84,selp_lite,Always avoid storage_racks,True,True,True,0,14,-1.0,0.0,29,5,0.034482758620689655,SUCCESS,Goal reached
84,geofence,Always avoid storage_racks,True,True,True,0,10,-0.5,1.0,29,10,0.06896551724137931,SUCCESS,Goal reached
84,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
85,selp_lite,Always avoid storage_racks,True,True,True,0,15,-1.0,0.0,29,5,0.034482758620689655,SUCCESS,Goal reached
85,geofence,Always avoid storage_racks,True,True,True,0,10,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
85,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
86,selp_lite,Always avoid storage_racks,True,True,True,0,17,-0.5,0.0,29,4,0.027586206896551724,SUCCESS,Goal reached
86,geofence,Always avoid storage_racks,True,True,True,0,11,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
86,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
87,selp_lite,Always avoid storage_racks,True,True,True,0,16,-0.5,0.0,29,4,0.027586206896551724,SUCCESS,Goal reached
87,geofence,Always avoid storage_racks,True,True,True,0,9,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
87,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
88,selp_lite,Always avoid storage_racks,True,True,True,0,15,-1.0,0.0,29,4,0.027586206896551724,SUCCESS,Goal reached
88,geofence,Always avoid storage_racks,True,True,True,0,10,-1.0,1.0,29,8,0.05517241379310345,SUCCESS,Goal reached
88,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
89,selp_lite,Always avoid storage_racks,True,True,True,0,18,-1.0,0.0,29,6,0.041379310344827586,SUCCESS,Goal reached
89,geofence,Always avoid storage_racks,True,True,True,0,10,-0.5,1.0,29,10,0.06896551724137931,SUCCESS,Goal reached
89,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
90,selp_lite,Always avoid storage_racks,True,True,True,0,17,-0.5,0.0,29,5,0.034482758620689655,SUCCESS,Goal reached
90,geofence,Always avoid storage_racks,True,True,True,0,9,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
90,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
91,selp_lite,Always avoid storage_racks,True,True,True,0,17,-0.5,0.0,29,5,0.034482758620689655,SUCCESS,Goal reached
91,geofence,Always avoid storage_racks,True,True,True,0,8,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
91,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
92,selp_lite,Always avoid storage_racks,True,True,True,0,14,-0.5,0.0,29,4,0.027586206896551724,SUCCESS,Goal reached
92,geofence,Always avoid storage_racks,True,True,True,0,10,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
92,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
93,selp_lite,Always avoid storage_racks,True,True,True,0,14,-0.5,0.0,29,4,0.027586206896551724,SUCCESS,Goal reached
93,geofence,Always avoid storage_racks,True,True,True,0,9,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
93,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
94,selp_lite,Always avoid storage_racks,True,True,True,0,17,-0.5,0.0,29,6,0.041379310344827586,SUCCESS,Goal reached
94,geofence,Always avoid storage_racks,True,True,True,0,10,-1.0,1.0,29,8,0.05517241379310345,SUCCESS,Goal reached
94,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
95,selp_lite,Always avoid storage_racks,True,True,True,0,16,-0.5,0.0,29,4,0.027586206896551724,SUCCESS,Goal reached
95,geofence,Always avoid storage_racks,True,True,True,0,11,-1.0,1.0,29,8,0.05517241379310345,SUCCESS,Goal reached
95,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
96,selp_lite,Always avoid storage_racks,True,True,True,0,16,-0.5,0.0,29,6,0.041379310344827586,SUCCESS,Goal reached
96,geofence,Always avoid storage_racks,True,True,True,0,8,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
96,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
97,selp_lite,Always avoid storage_racks,True,True,True,0,17,-1.0,0.0,29,5,0.034482758620689655,SUCCESS,Goal reached
97,geofence,Always avoid storage_racks,True,True,True,0,9,-0.5,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
97,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
98,selp_lite,Always avoid storage_racks,True,True,True,0,16,-1.0,0.0,29,5,0.034482758620689655,SUCCESS,Goal reached
98,geofence,Always avoid storage_racks,True,True,True,0,11,-1.0,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
98,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
99,selp_lite,Always avoid storage_racks,True,True,True,0,19,-0.5,0.0,29,6,0.041379310344827586,SUCCESS,Goal reached
99,geofence,Always avoid storage_racks,True,True,True,0,10,-1.0,1.0,29,9,0.06206896551724138,SUCCESS,Goal reached
99,no_guard,Always avoid storage_racks,False,True,False,1,16,-1.0,-1.0,29,0,0.0,SUCCESS,Goal reached
